code,titlemerge
f.27399,Area_of_S-subparietal_(left_hemisphere)
f.27400,Area_of_S-temporal-inf_(left_hemisphere)
f.27401,Area_of_S-temporal-sup_(left_hemisphere)
f.27402,Area_of_S-temporal-transverse_(left_hemisphere)
f.27403,Mean_thickness_of_G+S-frontomargin_(left_hemisphere)
f.27404,Mean_thickness_of_G+S-occipital-inf_(left_hemisphere)
f.27405,Mean_thickness_of_G+S-paracentral_(left_hemisphere)
f.27406,Mean_thickness_of_G+S-subcentral_(left_hemisphere)
f.27407,Mean_thickness_of_G+S-transv-frontopol_(left_hemisphere)
f.27408,Mean_thickness_of_G+S-cingul-Ant_(left_hemisphere)
f.27409,Mean_thickness_of_G+S-cingul-Mid-Ant_(left_hemisphere)
f.27410,Mean_thickness_of_G+S-cingul-Mid-Post_(left_hemisphere)
f.27411,Mean_thickness_of_G-cingul-Post-dorsal_(left_hemisphere)
f.27412,Mean_thickness_of_G-cingul-Post-ventral_(left_hemisphere)
f.27413,Mean_thickness_of_G-cuneus_(left_hemisphere)
f.27414,Mean_thickness_of_G-front-inf-Opercular_(left_hemisphere)
f.27415,Mean_thickness_of_G-front-inf-Orbital_(left_hemisphere)
f.27416,Mean_thickness_of_G-front-inf-Triangul_(left_hemisphere)
f.27417,Mean_thickness_of_G-front-middle_(left_hemisphere)
f.27418,Mean_thickness_of_G-front-sup_(left_hemisphere)
f.27419,Mean_thickness_of_G-Ins-lg+S-cent-ins_(left_hemisphere)
f.27420,Mean_thickness_of_G-insular-short_(left_hemisphere)
f.27421,Mean_thickness_of_G-occipital-middle_(left_hemisphere)
f.27422,Mean_thickness_of_G-occipital-sup_(left_hemisphere)
f.27423,Mean_thickness_of_G-oc-temp-lat-fusifor_(left_hemisphere)
f.27424,Mean_thickness_of_G-oc-temp-med-Lingual_(left_hemisphere)
f.27425,Mean_thickness_of_G-oc-temp-med-Parahip_(left_hemisphere)
f.27426,Mean_thickness_of_G-orbital_(left_hemisphere)
f.27427,Mean_thickness_of_G-pariet-inf-Angular_(left_hemisphere)
f.27428,Mean_thickness_of_G-pariet-inf-Supramar_(left_hemisphere)
f.27429,Mean_thickness_of_G-parietal-sup_(left_hemisphere)
f.27430,Mean_thickness_of_G-postcentral_(left_hemisphere)
f.27431,Mean_thickness_of_G-precentral_(left_hemisphere)
f.27432,Mean_thickness_of_G-precuneus_(left_hemisphere)
f.27433,Mean_thickness_of_G-rectus_(left_hemisphere)
f.27434,Mean_thickness_of_G-subcallosal_(left_hemisphere)
f.27435,Mean_thickness_of_G-temp-sup-G-T-transv_(left_hemisphere)
f.27436,Mean_thickness_of_G-temp-sup-Lateral_(left_hemisphere)
f.27437,Mean_thickness_of_G-temp-sup-Plan-polar_(left_hemisphere)
f.27438,Mean_thickness_of_G-temp-sup-Plan-tempo_(left_hemisphere)
f.27439,Mean_thickness_of_G-temporal-inf_(left_hemisphere)
f.27440,Mean_thickness_of_G-temporal-middle_(left_hemisphere)
f.27441,Mean_thickness_of_Lat-Fis-ant-Horizont_(left_hemisphere)
f.27442,Mean_thickness_of_Lat-Fis-ant-Vertical_(left_hemisphere)
f.27443,Mean_thickness_of_Lat-Fis-post_(left_hemisphere)
f.27444,Mean_thickness_of_Pole-occipital_(left_hemisphere)
f.27445,Mean_thickness_of_Pole-temporal_(left_hemisphere)
f.27446,Mean_thickness_of_S-calcarine_(left_hemisphere)
f.27447,Mean_thickness_of_S-central_(left_hemisphere)
f.27448,Mean_thickness_of_S-cingul-Marginalis_(left_hemisphere)
f.27449,Mean_thickness_of_S-circular-insula-ant_(left_hemisphere)
f.27450,Mean_thickness_of_S-circular-insula-inf_(left_hemisphere)
f.27451,Mean_thickness_of_S-circular-insula-sup_(left_hemisphere)
f.27452,Mean_thickness_of_S-collat-transv-ant_(left_hemisphere)
f.27453,Mean_thickness_of_S-collat-transv-post_(left_hemisphere)
f.27454,Mean_thickness_of_S-front-inf_(left_hemisphere)
f.27455,Mean_thickness_of_S-front-middle_(left_hemisphere)
f.27456,Mean_thickness_of_S-front-sup_(left_hemisphere)
f.27457,Mean_thickness_of_S-interm-prim-Jensen_(left_hemisphere)
f.27458,Mean_thickness_of_S-intrapariet+P-trans_(left_hemisphere)
f.27459,Mean_thickness_of_S-oc-middle+Lunatus_(left_hemisphere)
f.27460,Mean_thickness_of_S-oc-sup+transversal_(left_hemisphere)
f.27461,Mean_thickness_of_S-occipital-ant_(left_hemisphere)
f.27462,Mean_thickness_of_S-oc-temp-lat_(left_hemisphere)
f.27463,Mean_thickness_of_S-oc-temp-med+Lingual_(left_hemisphere)
f.27464,Mean_thickness_of_S-orbital-lateral_(left_hemisphere)
f.27465,Mean_thickness_of_S-orbital-med-olfact_(left_hemisphere)
f.27466,Mean_thickness_of_S-orbital-H-Shaped_(left_hemisphere)
f.27467,Mean_thickness_of_S-parieto-occipital_(left_hemisphere)
f.27468,Mean_thickness_of_S-pericallosal_(left_hemisphere)
f.27469,Mean_thickness_of_S-postcentral_(left_hemisphere)
f.27470,Mean_thickness_of_S-precentral-inf-part_(left_hemisphere)
f.27471,Mean_thickness_of_S-precentral-sup-part_(left_hemisphere)
f.27472,Mean_thickness_of_S-suborbital_(left_hemisphere)
f.27473,Mean_thickness_of_S-subparietal_(left_hemisphere)
f.27474,Mean_thickness_of_S-temporal-inf_(left_hemisphere)
f.27475,Mean_thickness_of_S-temporal-sup_(left_hemisphere)
f.27476,Mean_thickness_of_S-temporal-transverse_(left_hemisphere)
f.27477,Volume_of_G+S-frontomargin_(left_hemisphere)
f.27478,Volume_of_G+S-occipital-inf_(left_hemisphere)
f.27479,Volume_of_G+S-paracentral_(left_hemisphere)
f.27480,Volume_of_G+S-subcentral_(left_hemisphere)
f.27481,Volume_of_G+S-transv-frontopol_(left_hemisphere)
f.27482,Volume_of_G+S-cingul-Ant_(left_hemisphere)
f.27483,Volume_of_G+S-cingul-Mid-Ant_(left_hemisphere)
f.27484,Volume_of_G+S-cingul-Mid-Post_(left_hemisphere)
f.27485,Volume_of_G-cingul-Post-dorsal_(left_hemisphere)
f.27486,Volume_of_G-cingul-Post-ventral_(left_hemisphere)
f.27487,Volume_of_G-cuneus_(left_hemisphere)
f.27488,Volume_of_G-front-inf-Opercular_(left_hemisphere)
f.27489,Volume_of_G-front-inf-Orbital_(left_hemisphere)
f.27490,Volume_of_G-front-inf-Triangul_(left_hemisphere)
f.27491,Volume_of_G-front-middle_(left_hemisphere)
f.27492,Volume_of_G-front-sup_(left_hemisphere)
f.27493,Volume_of_G-Ins-lg+S-cent-ins_(left_hemisphere)
f.27494,Volume_of_G-insular-short_(left_hemisphere)
f.27495,Volume_of_G-occipital-middle_(left_hemisphere)
f.27496,Volume_of_G-occipital-sup_(left_hemisphere)
f.27497,Volume_of_G-oc-temp-lat-fusifor_(left_hemisphere)
f.27498,Volume_of_G-oc-temp-med-Lingual_(left_hemisphere)
f.27499,Volume_of_G-oc-temp-med-Parahip_(left_hemisphere)
f.27500,Volume_of_G-orbital_(left_hemisphere)
f.27501,Volume_of_G-pariet-inf-Angular_(left_hemisphere)
f.27502,Volume_of_G-pariet-inf-Supramar_(left_hemisphere)
f.27503,Volume_of_G-parietal-sup_(left_hemisphere)
f.27504,Volume_of_G-postcentral_(left_hemisphere)
f.27505,Volume_of_G-precentral_(left_hemisphere)
f.27506,Volume_of_G-precuneus_(left_hemisphere)
f.27507,Volume_of_G-rectus_(left_hemisphere)
f.27508,Volume_of_G-subcallosal_(left_hemisphere)
f.27509,Volume_of_G-temp-sup-G-T-transv_(left_hemisphere)
f.27510,Volume_of_G-temp-sup-Lateral_(left_hemisphere)
f.27511,Volume_of_G-temp-sup-Plan-polar_(left_hemisphere)
f.27512,Volume_of_G-temp-sup-Plan-tempo_(left_hemisphere)
f.27513,Volume_of_G-temporal-inf_(left_hemisphere)
f.27514,Volume_of_G-temporal-middle_(left_hemisphere)
f.27515,Volume_of_Lat-Fis-ant-Horizont_(left_hemisphere)
f.27516,Volume_of_Lat-Fis-ant-Vertical_(left_hemisphere)
f.27517,Volume_of_Lat-Fis-post_(left_hemisphere)
f.27518,Volume_of_Pole-occipital_(left_hemisphere)
f.27519,Volume_of_Pole-temporal_(left_hemisphere)
f.27520,Volume_of_S-calcarine_(left_hemisphere)
f.27521,Volume_of_S-central_(left_hemisphere)
f.27522,Volume_of_S-cingul-Marginalis_(left_hemisphere)
f.27523,Volume_of_S-circular-insula-ant_(left_hemisphere)
f.27524,Volume_of_S-circular-insula-inf_(left_hemisphere)
f.27525,Volume_of_S-circular-insula-sup_(left_hemisphere)
f.27526,Volume_of_S-collat-transv-ant_(left_hemisphere)
f.27527,Volume_of_S-collat-transv-post_(left_hemisphere)
f.27528,Volume_of_S-front-inf_(left_hemisphere)
f.27529,Volume_of_S-front-middle_(left_hemisphere)
f.27530,Volume_of_S-front-sup_(left_hemisphere)
f.27531,Volume_of_S-interm-prim-Jensen_(left_hemisphere)
f.27532,Volume_of_S-intrapariet+P-trans_(left_hemisphere)
f.27533,Volume_of_S-oc-middle+Lunatus_(left_hemisphere)
f.27534,Volume_of_S-oc-sup+transversal_(left_hemisphere)
f.27535,Volume_of_S-occipital-ant_(left_hemisphere)
f.27536,Volume_of_S-oc-temp-lat_(left_hemisphere)
f.27537,Volume_of_S-oc-temp-med+Lingual_(left_hemisphere)
f.27538,Volume_of_S-orbital-lateral_(left_hemisphere)
f.27539,Volume_of_S-orbital-med-olfact_(left_hemisphere)
f.27540,Volume_of_S-orbital-H-Shaped_(left_hemisphere)
f.27541,Volume_of_S-parieto-occipital_(left_hemisphere)
f.27542,Volume_of_S-pericallosal_(left_hemisphere)
f.27543,Volume_of_S-postcentral_(left_hemisphere)
f.27544,Volume_of_S-precentral-inf-part_(left_hemisphere)
f.27545,Volume_of_S-precentral-sup-part_(left_hemisphere)
f.27546,Volume_of_S-suborbital_(left_hemisphere)
f.27547,Volume_of_S-subparietal_(left_hemisphere)
f.27548,Volume_of_S-temporal-inf_(left_hemisphere)
f.27549,Volume_of_S-temporal-sup_(left_hemisphere)
f.27550,Volume_of_S-temporal-transverse_(left_hemisphere)
f.27551,Area_of_G+S-frontomargin_(right_hemisphere)
f.27552,Area_of_G+S-occipital-inf_(right_hemisphere)
f.27553,Area_of_G+S-paracentral_(right_hemisphere)
f.27554,Area_of_G+S-subcentral_(right_hemisphere)
f.27555,Area_of_G+S-transv-frontopol_(right_hemisphere)
f.27556,Area_of_G+S-cingul-Ant_(right_hemisphere)
f.27557,Area_of_G+S-cingul-Mid-Ant_(right_hemisphere)
f.27558,Area_of_G+S-cingul-Mid-Post_(right_hemisphere)
f.27559,Area_of_G-cingul-Post-dorsal_(right_hemisphere)
f.27560,Area_of_G-cingul-Post-ventral_(right_hemisphere)
f.27561,Area_of_G-cuneus_(right_hemisphere)
f.27562,Area_of_G-front-inf-Opercular_(right_hemisphere)
f.27563,Area_of_G-front-inf-Orbital_(right_hemisphere)
f.27564,Area_of_G-front-inf-Triangul_(right_hemisphere)
f.27565,Area_of_G-front-middle_(right_hemisphere)
f.27566,Area_of_G-front-sup_(right_hemisphere)
f.27567,Area_of_G-Ins-lg+S-cent-ins_(right_hemisphere)
f.27568,Area_of_G-insular-short_(right_hemisphere)
f.27569,Area_of_G-occipital-middle_(right_hemisphere)
f.27570,Area_of_G-occipital-sup_(right_hemisphere)
f.27571,Area_of_G-oc-temp-lat-fusifor_(right_hemisphere)
f.27572,Area_of_G-oc-temp-med-Lingual_(right_hemisphere)
f.27573,Area_of_G-oc-temp-med-Parahip_(right_hemisphere)
f.27574,Area_of_G-orbital_(right_hemisphere)
f.27575,Area_of_G-pariet-inf-Angular_(right_hemisphere)
f.27576,Area_of_G-pariet-inf-Supramar_(right_hemisphere)
f.27577,Area_of_G-parietal-sup_(right_hemisphere)
f.27578,Area_of_G-postcentral_(right_hemisphere)
f.27579,Area_of_G-precentral_(right_hemisphere)
f.27580,Area_of_G-precuneus_(right_hemisphere)
f.27581,Area_of_G-rectus_(right_hemisphere)
f.27582,Area_of_G-subcallosal_(right_hemisphere)
f.27583,Area_of_G-temp-sup-G-T-transv_(right_hemisphere)
f.27584,Area_of_G-temp-sup-Lateral_(right_hemisphere)
f.27585,Area_of_G-temp-sup-Plan-polar_(right_hemisphere)
f.27586,Area_of_G-temp-sup-Plan-tempo_(right_hemisphere)
f.27587,Area_of_G-temporal-inf_(right_hemisphere)
f.27588,Area_of_G-temporal-middle_(right_hemisphere)
f.27589,Area_of_Lat-Fis-ant-Horizont_(right_hemisphere)
f.27590,Area_of_Lat-Fis-ant-Vertical_(right_hemisphere)
f.27591,Area_of_Lat-Fis-post_(right_hemisphere)
f.27592,Area_of_Pole-occipital_(right_hemisphere)
f.27593,Area_of_Pole-temporal_(right_hemisphere)
f.27594,Area_of_S-calcarine_(right_hemisphere)
f.27595,Area_of_S-central_(right_hemisphere)
f.27596,Area_of_S-cingul-Marginalis_(right_hemisphere)
f.27597,Area_of_S-circular-insula-ant_(right_hemisphere)
f.27598,Area_of_S-circular-insula-inf_(right_hemisphere)
f.27599,Area_of_S-circular-insula-sup_(right_hemisphere)
f.27600,Area_of_S-collat-transv-ant_(right_hemisphere)
f.27601,Area_of_S-collat-transv-post_(right_hemisphere)
f.27602,Area_of_S-front-inf_(right_hemisphere)
f.27603,Area_of_S-front-middle_(right_hemisphere)
f.27604,Area_of_S-front-sup_(right_hemisphere)
f.27605,Area_of_S-interm-prim-Jensen_(right_hemisphere)
f.27606,Area_of_S-intrapariet+P-trans_(right_hemisphere)
f.27607,Area_of_S-oc-middle+Lunatus_(right_hemisphere)
f.27608,Area_of_S-oc-sup+transversal_(right_hemisphere)
f.27609,Area_of_S-occipital-ant_(right_hemisphere)
f.27610,Area_of_S-oc-temp-lat_(right_hemisphere)
f.27611,Area_of_S-oc-temp-med+Lingual_(right_hemisphere)
f.27612,Area_of_S-orbital-lateral_(right_hemisphere)
f.27613,Area_of_S-orbital-med-olfact_(right_hemisphere)
f.27614,Area_of_S-orbital-H-Shaped_(right_hemisphere)
f.27615,Area_of_S-parieto-occipital_(right_hemisphere)
f.27616,Area_of_S-pericallosal_(right_hemisphere)
f.27617,Area_of_S-postcentral_(right_hemisphere)
f.27618,Area_of_S-precentral-inf-part_(right_hemisphere)
f.27619,Area_of_S-precentral-sup-part_(right_hemisphere)
f.27620,Area_of_S-suborbital_(right_hemisphere)
f.27621,Area_of_S-subparietal_(right_hemisphere)
f.27622,Area_of_S-temporal-inf_(right_hemisphere)
f.27623,Area_of_S-temporal-sup_(right_hemisphere)
f.27624,Area_of_S-temporal-transverse_(right_hemisphere)
f.27625,Mean_thickness_of_G+S-frontomargin_(right_hemisphere)
f.27626,Mean_thickness_of_G+S-occipital-inf_(right_hemisphere)
f.27627,Mean_thickness_of_G+S-paracentral_(right_hemisphere)
f.27628,Mean_thickness_of_G+S-subcentral_(right_hemisphere)
f.27629,Mean_thickness_of_G+S-transv-frontopol_(right_hemisphere)
f.27630,Mean_thickness_of_G+S-cingul-Ant_(right_hemisphere)
f.27631,Mean_thickness_of_G+S-cingul-Mid-Ant_(right_hemisphere)
f.27632,Mean_thickness_of_G+S-cingul-Mid-Post_(right_hemisphere)
f.27633,Mean_thickness_of_G-cingul-Post-dorsal_(right_hemisphere)
f.27634,Mean_thickness_of_G-cingul-Post-ventral_(right_hemisphere)
f.27635,Mean_thickness_of_G-cuneus_(right_hemisphere)
f.27636,Mean_thickness_of_G-front-inf-Opercular_(right_hemisphere)
f.27637,Mean_thickness_of_G-front-inf-Orbital_(right_hemisphere)
f.27638,Mean_thickness_of_G-front-inf-Triangul_(right_hemisphere)
f.27639,Mean_thickness_of_G-front-middle_(right_hemisphere)
f.27640,Mean_thickness_of_G-front-sup_(right_hemisphere)
f.27641,Mean_thickness_of_G-Ins-lg+S-cent-ins_(right_hemisphere)
f.27642,Mean_thickness_of_G-insular-short_(right_hemisphere)
f.27643,Mean_thickness_of_G-occipital-middle_(right_hemisphere)
f.27644,Mean_thickness_of_G-occipital-sup_(right_hemisphere)
f.27645,Mean_thickness_of_G-oc-temp-lat-fusifor_(right_hemisphere)
f.27646,Mean_thickness_of_G-oc-temp-med-Lingual_(right_hemisphere)
f.27647,Mean_thickness_of_G-oc-temp-med-Parahip_(right_hemisphere)
f.27648,Mean_thickness_of_G-orbital_(right_hemisphere)
f.27649,Mean_thickness_of_G-pariet-inf-Angular_(right_hemisphere)
f.27650,Mean_thickness_of_G-pariet-inf-Supramar_(right_hemisphere)
f.27651,Mean_thickness_of_G-parietal-sup_(right_hemisphere)
f.27652,Mean_thickness_of_G-postcentral_(right_hemisphere)
f.27653,Mean_thickness_of_G-precentral_(right_hemisphere)
f.27654,Mean_thickness_of_G-precuneus_(right_hemisphere)
f.27655,Mean_thickness_of_G-rectus_(right_hemisphere)
f.27656,Mean_thickness_of_G-subcallosal_(right_hemisphere)
f.27657,Mean_thickness_of_G-temp-sup-G-T-transv_(right_hemisphere)
f.27658,Mean_thickness_of_G-temp-sup-Lateral_(right_hemisphere)
f.27659,Mean_thickness_of_G-temp-sup-Plan-polar_(right_hemisphere)
f.27660,Mean_thickness_of_G-temp-sup-Plan-tempo_(right_hemisphere)
f.27661,Mean_thickness_of_G-temporal-inf_(right_hemisphere)
f.27662,Mean_thickness_of_G-temporal-middle_(right_hemisphere)
f.27663,Mean_thickness_of_Lat-Fis-ant-Horizont_(right_hemisphere)
f.27664,Mean_thickness_of_Lat-Fis-ant-Vertical_(right_hemisphere)
f.27665,Mean_thickness_of_Lat-Fis-post_(right_hemisphere)
f.27666,Mean_thickness_of_Pole-occipital_(right_hemisphere)
f.27667,Mean_thickness_of_Pole-temporal_(right_hemisphere)
f.27668,Mean_thickness_of_S-calcarine_(right_hemisphere)
f.27669,Mean_thickness_of_S-central_(right_hemisphere)
f.27670,Mean_thickness_of_S-cingul-Marginalis_(right_hemisphere)
f.27671,Mean_thickness_of_S-circular-insula-ant_(right_hemisphere)
f.27672,Mean_thickness_of_S-circular-insula-inf_(right_hemisphere)
f.27673,Mean_thickness_of_S-circular-insula-sup_(right_hemisphere)
f.27674,Mean_thickness_of_S-collat-transv-ant_(right_hemisphere)
f.27675,Mean_thickness_of_S-collat-transv-post_(right_hemisphere)
f.27676,Mean_thickness_of_S-front-inf_(right_hemisphere)
f.27677,Mean_thickness_of_S-front-middle_(right_hemisphere)
f.27678,Mean_thickness_of_S-front-sup_(right_hemisphere)
f.27679,Mean_thickness_of_S-interm-prim-Jensen_(right_hemisphere)
f.27680,Mean_thickness_of_S-intrapariet+P-trans_(right_hemisphere)
f.27681,Mean_thickness_of_S-oc-middle+Lunatus_(right_hemisphere)
f.27682,Mean_thickness_of_S-oc-sup+transversal_(right_hemisphere)
f.27683,Mean_thickness_of_S-occipital-ant_(right_hemisphere)
f.27684,Mean_thickness_of_S-oc-temp-lat_(right_hemisphere)
f.27685,Mean_thickness_of_S-oc-temp-med+Lingual_(right_hemisphere)
f.27686,Mean_thickness_of_S-orbital-lateral_(right_hemisphere)
f.27687,Mean_thickness_of_S-orbital-med-olfact_(right_hemisphere)
f.27688,Mean_thickness_of_S-orbital-H-Shaped_(right_hemisphere)
f.27689,Mean_thickness_of_S-parieto-occipital_(right_hemisphere)
f.27690,Mean_thickness_of_S-pericallosal_(right_hemisphere)
f.27691,Mean_thickness_of_S-postcentral_(right_hemisphere)
f.27692,Mean_thickness_of_S-precentral-inf-part_(right_hemisphere)
f.27693,Mean_thickness_of_S-precentral-sup-part_(right_hemisphere)
f.27694,Mean_thickness_of_S-suborbital_(right_hemisphere)
f.27695,Mean_thickness_of_S-subparietal_(right_hemisphere)
f.27696,Mean_thickness_of_S-temporal-inf_(right_hemisphere)
f.27697,Mean_thickness_of_S-temporal-sup_(right_hemisphere)
f.27698,Mean_thickness_of_S-temporal-transverse_(right_hemisphere)
f.27699,Volume_of_G+S-frontomargin_(right_hemisphere)
f.27700,Volume_of_G+S-occipital-inf_(right_hemisphere)
f.27701,Volume_of_G+S-paracentral_(right_hemisphere)
f.27702,Volume_of_G+S-subcentral_(right_hemisphere)
f.27703,Volume_of_G+S-transv-frontopol_(right_hemisphere)
f.27704,Volume_of_G+S-cingul-Ant_(right_hemisphere)
f.27705,Volume_of_G+S-cingul-Mid-Ant_(right_hemisphere)
f.27706,Volume_of_G+S-cingul-Mid-Post_(right_hemisphere)
f.27707,Volume_of_G-cingul-Post-dorsal_(right_hemisphere)
f.27708,Volume_of_G-cingul-Post-ventral_(right_hemisphere)
f.27709,Volume_of_G-cuneus_(right_hemisphere)
f.27710,Volume_of_G-front-inf-Opercular_(right_hemisphere)
f.27711,Volume_of_G-front-inf-Orbital_(right_hemisphere)
f.27712,Volume_of_G-front-inf-Triangul_(right_hemisphere)
f.27713,Volume_of_G-front-middle_(right_hemisphere)
f.27714,Volume_of_G-front-sup_(right_hemisphere)
f.27715,Volume_of_G-Ins-lg+S-cent-ins_(right_hemisphere)
f.27716,Volume_of_G-insular-short_(right_hemisphere)
f.27717,Volume_of_G-occipital-middle_(right_hemisphere)
f.27718,Volume_of_G-occipital-sup_(right_hemisphere)
f.27719,Volume_of_G-oc-temp-lat-fusifor_(right_hemisphere)
f.27720,Volume_of_G-oc-temp-med-Lingual_(right_hemisphere)
f.27721,Volume_of_G-oc-temp-med-Parahip_(right_hemisphere)
f.27722,Volume_of_G-orbital_(right_hemisphere)
f.27723,Volume_of_G-pariet-inf-Angular_(right_hemisphere)
f.27724,Volume_of_G-pariet-inf-Supramar_(right_hemisphere)
f.27725,Volume_of_G-parietal-sup_(right_hemisphere)
f.27726,Volume_of_G-postcentral_(right_hemisphere)
f.27727,Volume_of_G-precentral_(right_hemisphere)
f.27728,Volume_of_G-precuneus_(right_hemisphere)
f.27729,Volume_of_G-rectus_(right_hemisphere)
f.27730,Volume_of_G-subcallosal_(right_hemisphere)
f.27731,Volume_of_G-temp-sup-G-T-transv_(right_hemisphere)
f.27732,Volume_of_G-temp-sup-Lateral_(right_hemisphere)
f.27733,Volume_of_G-temp-sup-Plan-polar_(right_hemisphere)
f.27734,Volume_of_G-temp-sup-Plan-tempo_(right_hemisphere)
f.27735,Volume_of_G-temporal-inf_(right_hemisphere)
f.27736,Volume_of_G-temporal-middle_(right_hemisphere)
f.27737,Volume_of_Lat-Fis-ant-Horizont_(right_hemisphere)
f.27738,Volume_of_Lat-Fis-ant-Vertical_(right_hemisphere)
f.27739,Volume_of_Lat-Fis-post_(right_hemisphere)
f.27740,Volume_of_Pole-occipital_(right_hemisphere)
f.27741,Volume_of_Pole-temporal_(right_hemisphere)
f.27742,Volume_of_S-calcarine_(right_hemisphere)
f.27743,Volume_of_S-central_(right_hemisphere)
f.27744,Volume_of_S-cingul-Marginalis_(right_hemisphere)
f.27745,Volume_of_S-circular-insula-ant_(right_hemisphere)
f.27746,Volume_of_S-circular-insula-inf_(right_hemisphere)
f.27747,Volume_of_S-circular-insula-sup_(right_hemisphere)
f.27748,Volume_of_S-collat-transv-ant_(right_hemisphere)
f.27749,Volume_of_S-collat-transv-post_(right_hemisphere)
f.27750,Volume_of_S-front-inf_(right_hemisphere)
f.27751,Volume_of_S-front-middle_(right_hemisphere)
f.27752,Volume_of_S-front-sup_(right_hemisphere)
f.27753,Volume_of_S-interm-prim-Jensen_(right_hemisphere)
f.27754,Volume_of_S-intrapariet+P-trans_(right_hemisphere)
f.27755,Volume_of_S-oc-middle+Lunatus_(right_hemisphere)
f.27756,Volume_of_S-oc-sup+transversal_(right_hemisphere)
f.27757,Volume_of_S-occipital-ant_(right_hemisphere)
f.27758,Volume_of_S-oc-temp-lat_(right_hemisphere)
f.27759,Volume_of_S-oc-temp-med+Lingual_(right_hemisphere)
f.27760,Volume_of_S-orbital-lateral_(right_hemisphere)
f.27761,Volume_of_S-orbital-med-olfact_(right_hemisphere)
f.27762,Volume_of_S-orbital-H-Shaped_(right_hemisphere)
f.27763,Volume_of_S-parieto-occipital_(right_hemisphere)
f.27764,Volume_of_S-pericallosal_(right_hemisphere)
f.27765,Volume_of_S-postcentral_(right_hemisphere)
f.27766,Volume_of_S-precentral-inf-part_(right_hemisphere)
f.27767,Volume_of_S-precentral-sup-part_(right_hemisphere)
f.27768,Volume_of_S-suborbital_(right_hemisphere)
f.27769,Volume_of_S-subparietal_(right_hemisphere)
f.27770,Volume_of_S-temporal-inf_(right_hemisphere)
f.27771,Volume_of_S-temporal-sup_(right_hemisphere)
f.27772,Volume_of_S-temporal-transverse_(right_hemisphere)
f.30000,White_blood_cell_(leukocyte)_count
f.30001,White_blood_cell_(leukocyte)_count_freeze-thaw_cycles
f.30002,White_blood_cell_(leukocyte)_count_acquisition_time
f.30003,White_blood_cell_(leukocyte)_count_device_ID
f.30004,White_blood_cell_(leukocyte)_count_acquisition_route
f.30010,Red_blood_cell_(erythrocyte)_count
f.30011,Red_blood_cell_(erythrocyte)_count_freeze-thaw_cycles
f.30012,Red_blood_cell_(erythrocyte)_count_acquisition_time
f.30013,Red_blood_cell_(erythrocyte)_count_device_ID
f.30014,Red_blood_cell_(erythrocyte)_count_acquisition_route
f.30020,Haemoglobin_concentration
f.30021,Haemoglobin_concentration_freeze-thaw_cycles
f.30022,Haemoglobin_concentration_acquisition_time
f.30023,Haemoglobin_concentration_device_ID
f.30024,Haemoglobin_concentration_acquisition_route
f.30030,Haematocrit_percentage
f.30031,Haematocrit_freeze-thaw_cycles
f.30032,Haematocrit_acquisition_time
f.30033,Haematocrit_percentage_device_ID
f.30034,Haematocrit_percentage_acquisition_route
f.30040,Mean_corpuscular_volume
f.30041,Mean_corpuscular_volume_freeze-thaw_cycles
f.30042,Mean_corpuscular_volume_acquisition_time
f.30043,Mean_corpuscular_volume_device_ID
f.30044,Mean_corpuscular_volume_acquisition_route
f.30050,Mean_corpuscular_haemoglobin
f.30051,Mean_corpuscular_haemoglobin_freeze-thaw_cycles
f.30052,Mean_corpuscular_haemoglobin_acquisition_time
f.30053,Mean_corpuscular_haemoglobin_device_ID
f.30054,Mean_corpuscular_haemoglobin_acquisition_route
f.30060,Mean_corpuscular_haemoglobin_concentration
f.30061,Mean_corpuscular_haemoglobin_concentration_freeze-thaw_cycles
f.30062,Mean_corpuscular_haemoglobin_concentration_acquisition_time
f.30063,Mean_corpuscular_haemoglobin_concentration_device_ID
f.30064,Mean_corpuscular_haemoglobin_concentration_acquisition_route
f.30070,Red_blood_cell_(erythrocyte)_distribution_width
f.30071,Red_blood_cell_(erythrocyte)_distribution_width_freeze-thaw_cycles
f.30072,Red_blood_cell_(erythrocyte)_distribution_width_acquisition_time
f.30073,Red_blood_cell_(erythrocyte)_distribution_width_device_ID
f.30074,Red_blood_cell_(erythrocyte)_distribution_width_acquisition_route
f.30080,Platelet_count
f.30081,Platelet_count_freeze-thaw_cycles
f.30082,Platelet_count_acquisition_time
f.30083,Platelet_count_device_ID
f.30084,Platelet_count_acquisition_route
f.30090,Platelet_crit
f.30091,Platelet_crit_freeze-thaw_cycles
f.30092,Platelet_crit_acquisition_time
f.30093,Platelet_crit_device_ID
f.30094,Platelet_crit_acquisition_route
f.30100,Mean_platelet_(thrombocyte)_volume
f.30101,Mean_platelet_(thrombocyte)_volume_freeze-thaw_cycles
f.30102,Mean_platelet_(thrombocyte)_volume_acquisition_time
f.30103,Mean_platelet_(thrombocyte)_volume_device_ID
f.30104,Mean_platelet_(thrombocyte)_volume_acquisition_route
f.30110,Platelet_distribution_width
f.30111,Platelet_distribution_width_freeze-thaw_cycles
f.30112,Platelet_distribution_width_acquisition_time
f.30113,Platelet_distribution_width_device_ID
f.30114,Platelet_distribution_width_acquisition_route
f.30120,Lymphocyte_count
f.30121,Lymphocyte_count_freeze-thaw_cycles
f.30122,Lymphocyte_count_acquisition_time
f.30123,Lymphocyte_count_device_ID
